100,0,419,239
100,1,418,240
100,2,418,242
100,3,418,244
100,4,418,245
100,5,418,247
100,6,418,249
100,7,418,251
100,8,418,252
100,9,417,254
100,10,417,256
100,11,417,258
100,12,416,259
100,13,416,261
100,14,416,263
100,15,415,264
100,16,415,266
100,17,414,268
100,18,414,269
100,19,413,271
100,20,412,273
100,21,412,274
100,22,411,276
100,23,411,278
100,24,410,279
100,25,409,281
100,26,408,282
100,27,408,284
100,28,407,285
100,29,406,287
100,30,405,288
100,31,404,290
100,32,403,291
100,33,402,293
100,34,401,294
100,35,400,296
100,36,399,297
100,37,398,299
100,38,397,300
100,39,396,301
100,40,395,303
100,41,394,304
100,42,393,305
100,43,392,307
100,44,390,308
100,45,389,309
100,46,388,310
100,47,387,312
100,48,385,313
100,49,384,314
100,50,383,315
100,51,381,316
100,52,380,317
100,53,379,318
100,54,377,319
100,55,376,320
100,56,374,321
100,57,373,322
100,58,372,323
100,59,370,324
100,60,369,325
100,61,367,326
100,62,365,327
100,63,364,328
100,64,362,328
100,65,361,329
100,66,359,330
100,67,358,331
100,68,356,331
100,69,354,332
100,70,353,332
100,71,351,333
100,72,349,334
100,73,348,334
100,74,346,335
100,75,344,335
100,76,343,336
100,77,341,336
100,78,339,336
100,79,338,337
100,80,336,337
100,81,334,337
100,82,332,338
100,83,331,338
100,84,329,338
100,85,327,338
100,86,326,338
100,87,324,338
100,88,322,338
100,89,320,338
100,90,319,338
100,91,317,338
100,92,315,338
100,93,313,338
100,94,312,338
100,95,310,338
100,96,308,338
100,97,306,338
100,98,305,338
100,99,303,337
100,100,301,337
100,101,300,337
100,102,298,336
100,103,296,336
100,104,294,336
100,105,293,335
100,106,291,335
100,107,289,334
100,108,288,334
100,109,286,333
100,110,284,333
100,111,283,332
100,112,281,331
100,113,280,331
100,114,278,330
100,115,276,329
100,116,275,328
100,117,273,328
100,118,272,327
100,119,270,326
100,120,269,325
100,121,267,324
100,122,266,323
100,123,264,322
100,124,263,321
100,125,261,320
100,126,260,319
100,127,258,318
100,128,257,317
100,129,256,316
100,130,254,315
100,131,253,314
100,132,252,313
100,133,250,312
100,134,249,311
100,135,248,309
100,136,247,308
100,137,245,307
100,138,244,306
100,139,243,304
100,140,242,303
100,141,241,302
100,142,240,300
100,143,239,299
100,144,238,297
100,145,237,296
100,146,236,295
100,147,235,293
100,148,234,292
100,149,233,290
100,150,232,289
100,151,231,287
100,152,230,286
100,153,229,284
100,154,229,282
100,155,228,281
100,156,227,279
100,157,227,278
100,158,226,276
100,159,225,274
100,160,225,273
100,161,224,271
